timestamp,gpu_name,detected_gpu_name,model,resolved_model,dtype,cache_mode,batch_size,seq_len,chunk_size,status,success,error_type,error_message,elapsed_sec,tokens_processed,throughput_tokens_per_sec,peak_memory_allocated_mib,peak_memory_reserved_mib,peak_vram_used_mib,final_vram_used_mib,avg_gpu_util_percent,max_gpu_util_percent,avg_memory_util_percent,max_memory_util_percent,avg_power_draw_w,max_power_draw_w,final_cache_seq_len,oom,position_valid,max_position_embeddings,num_hidden_layers,num_attention_heads,num_key_value_heads,head_dim,kv_formula_type,kv_theory_mb,kv_actual_mb,kv_actual_over_theory,peak_memory_mb,theoretical_dynamic_kv_mib,cache_tensor_total_mib,cache_tensor_cuda_mib,quant_backend,quant_bits,measurement
2026-06-02T10:17:40,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,1024,128,OK,True,,,0.533044,1024,1921.042497,2990.724609,3178.000000,3641.000000,3619.000000,8.000000,8.000000,1.000000,1.000000,30.568000,50.160000,1024,False,True,32768,28,12,2,128,gqa_mqa,28.000000,28.000000,1.000000,2990.724609,28.000000,28.000000,28.000000,,,chunked_cache_growth
2026-06-02T10:17:41,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,2048,128,OK,True,,,0.208791,2048,9808.851585,3025.107422,3238.000000,3679.000000,3619.000000,8.000000,8.000000,1.000000,1.000000,53.035000,56.760000,2048,False,True,32768,28,12,2,128,gqa_mqa,56.000000,56.000000,1.000000,3025.107422,56.000000,56.000000,56.000000,,,chunked_cache_growth
2026-06-02T10:17:41,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,4096,128,OK,True,,,0.504365,4096,8121.099311,3094.123047,3334.000000,3701.000000,3619.000000,8.000000,8.000000,1.000000,1.000000,85.625000,97.510000,4096,False,True,32768,28,12,2,128,gqa_mqa,112.000000,112.000000,1.000000,3094.123047,112.000000,112.000000,112.000000,,,chunked_cache_growth
2026-06-02T10:17:43,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,8192,128,OK,True,,,1.305339,8192,6275.762692,3231.529297,3572.000000,4035.000000,3619.000000,8.000000,8.000000,1.000000,1.000000,115.180000,134.430000,8192,False,True,32768,28,12,2,128,gqa_mqa,224.000000,224.000000,1.000000,3231.529297,224.000000,224.000000,224.000000,,,chunked_cache_growth
2026-06-02T10:17:46,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,12288,128,OK,True,,,2.399642,12288,5120.764628,3370.185547,3944.000000,4407.000000,3619.000000,68.210526,96.000000,18.789474,27.000000,126.805263,142.210000,12288,False,True,32768,28,12,2,128,gqa_mqa,336.000000,336.000000,1.000000,3370.185547,336.000000,336.000000,336.000000,,,chunked_cache_growth
2026-06-02T10:17:50,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,1,16384,128,OK,True,,,3.808553,16384,4301.895869,3506.529297,4460.000000,4923.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,135.224333,147.230000,16384,False,True,32768,28,12,2,128,gqa_mqa,448.000000,448.000000,1.000000,3506.529297,448.000000,448.000000,448.000000,,,chunked_cache_growth
2026-06-02T10:17:50,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,1024,128,OK,True,,,0.132703,2048,15432.902795,3026.983398,3252.000000,3715.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,125.730000,126.020000,1024,False,True,32768,28,12,2,128,gqa_mqa,56.000000,56.000000,1.000000,3026.983398,56.000000,56.000000,56.000000,,,chunked_cache_growth
2026-06-02T10:17:51,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,2048,128,OK,True,,,0.266918,4096,15345.515675,3096.249023,3348.000000,3811.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,103.696667,107.680000,2048,False,True,32768,28,12,2,128,gqa_mqa,112.000000,112.000000,1.000000,3096.249023,112.000000,112.000000,112.000000,,,chunked_cache_growth
2026-06-02T10:17:51,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,4096,128,OK,True,,,0.620650,8192,13199.067452,3233.530273,3586.000000,4049.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,109.122000,131.730000,4096,False,True,32768,28,12,2,128,gqa_mqa,224.000000,224.000000,1.000000,3233.530273,224.000000,224.000000,224.000000,,,chunked_cache_growth
2026-06-02T10:17:53,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,8192,128,OK,True,,,1.602184,16384,10226.043553,3508.467773,4474.000000,4937.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,153.905385,180.820000,8192,False,True,32768,28,12,2,128,gqa_mqa,448.000000,448.000000,1.000000,3508.467773,448.000000,448.000000,448.000000,,,chunked_cache_growth
2026-06-02T10:17:56,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,12288,128,OK,True,,,2.926995,24576,8396.324165,3783.405273,5938.000000,6401.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,174.408696,204.920000,12288,False,True,32768,28,12,2,128,gqa_mqa,672.000000,672.000000,1.000000,3783.405273,672.000000,672.000000,672.000000,,,chunked_cache_growth
2026-06-02T10:18:01,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,2,16384,128,OK,True,,,4.611110,32768,7106.314719,4058.592773,7978.000000,8441.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,188.551944,205.140000,16384,False,True,32768,28,12,2,128,gqa_mqa,896.000000,896.000000,1.000000,4058.592773,896.000000,896.000000,896.000000,,,chunked_cache_growth
2026-06-02T10:18:02,rtx5080-16gb,NVIDIA GeForce RTX 5080,/home/ssu/models/Qwen2.5-1.5B-Instruct,/home/ssu/models/Qwen2.5-1.5B-Instruct,fp16,dynamic,4,1024,128,OK,True,,,0.193280,4096,21192.091465,3100.750977,3332.000000,3711.000000,3619.000000,96.000000,96.000000,27.000000,27.000000,170.965000,173.810000,1024,False,True,32768,28,12,2,128,gqa_mqa,112.000000,112.000000,1.000000,3100.750977,112.000000,112.000000,112.000000,,,chunked_cache_growth
