model_id,gpu_name,dtype,cache_mode,batch_size,seq_len,max_new_tokens,status,error,latency_ms,tokens_per_sec,generated_tokens_total,theoretical_kv_bytes,actual_prefill_kv_bytes,kv_actual_over_theory,prefill_status,prefill_error,base_allocated_bytes,peak_allocated_bytes,peak_delta_bytes,peak_reserved_bytes,free_before_bytes,free_after_bytes,total_vram_bytes,telemetry_samples,gpu_util_mean_pct,gpu_util_max_pct,memory_util_mean_pct,memory_util_max_pct,power_draw_mean_w,power_draw_max_w,quantized_nbits,quantized_backend,num_layers,num_attention_heads,num_key_value_heads,head_dim,source_csv,source_label,gpu_label
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,2,2048,64,ok,,1165.4359470048803,109.83014581706908,128,117440512,117440512.0,1.0,ok,,3088347136,3512105472,423758336,3718250496,4499308544,4102946816,8073838592,8,78.25,100.0,49.25,72.0,99.25625,118.28,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,2,4096,64,ok,,1619.144085998414,79.05411328545925,128,234881024,234881024.0,1.0,ok,,3121901568,3902306816,780405248,4131389440,4499308544,3689807872,8073838592,10,95.0,100.0,63.0,72.0,129.976,144.98,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,2,8192,64,ok,,2607.576207999955,49.08773120697311,128,469762048,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.62 GiB is free. Including non-PyTorch memory, this process has 3.80 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 280.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4682709504,1560807936,5133828096,4499308544,2687369216,8073838592,14,97.42857142857144,100.0,55.71428571428572,76.0,135.59142857142857,145.59,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,2048,64,ok,,1590.1446920033777,160.99163886619206,256,234881024,234881024.0,1.0,ok,,3121901568,3902306816,780405248,4131389440,4499308544,3689807872,8073838592,10,95.0,100.0,64.0,72.0,128.98399999999998,144.8,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,4096,64,ok,,2494.7261510023964,102.6164735143926,256,469762048,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4682709504,1560807936,5133828096,4499308544,2687369216,8073838592,14,96.64285714285714,100.0,59.35714285714285,75.0,134.04,146.03,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,4,8192,64,ok,,4540.737374998571,56.37850834746428,256,939524096,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.97 GiB is free. Including non-PyTorch memory, this process has 4.45 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 448.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6243514880,3121613312,6949961728,4499308544,871235584,8073838592,23,97.17391304347828,100.0,52.30434782608695,83.0,137.7095652173913,146.58,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,2048,64,ok,,2431.0326800041366,210.6100852577304,512,469762048,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 7.52 GiB of which 3.59 GiB is free. Including non-PyTorch memory, this process has 3.83 GiB memory in use. Of the allocated memory 3.39 GiB is allocated by PyTorch, and 308.47 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,4682709504,1560807936,5133828096,4499308544,2687369216,8073838592,13,97.6923076923077,100.0,60.46153846153846,76.0,137.09923076923076,145.96,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,4096,64,ok,,4286.916236000252,119.43317102871656,512,939524096,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 9.27 GiB. GPU 0 has a total capacity of 7.52 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 4.43 GiB memory in use. Of the allocated memory 3.88 GiB is allocated by PyTorch, and 428.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,6243514880,3121613312,6949961728,4499308544,871235584,8073838592,22,98.0,100.0,60.68181818181818,84.0,137.79999999999998,145.84,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,dynamic,8,8192,64,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 68.88 MiB is free. Including non-PyTorch memory, this process has 7.36 GiB memory in use. Of the allocated memory 6.00 GiB is allocated by PyTorch, and 1.21 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",,,0,1879048192,,,oom,"OutOfMemoryError: CUDA out of memory. Tried to allocate 1.09 GiB. GPU 0 has a total capacity of 7.52 GiB of which 708.88 MiB is free. Including non-PyTorch memory, this process has 6.73 GiB memory in use. Of the allocated memory 5.72 GiB is allocated by PyTorch, and 887.66 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)",3121901568,7351859712,4229958144,7748976640,4499308544,72220672,8073838592,3,92.0,92.0,84.0,84.0,106.52666666666669,111.56,,,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
/home/ssu/models/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060,fp16,quantized,2,2048,64,ok,,1398.8411019963678,91.50431726471558,128,117440512,117440512.0,1.0,ok,,3121901568,3427695104,305793536,3665821696,4499308544,4155375616,8073838592,9,79.55555555555556,88.0,48.11111111111112,63.0,120.36666666666666,133.96,4.0,hqq,28,12,2,128,results/results_5060_qwen25_1p5b_rescue_continue.csv,rtx5060_rescue_continue,RTX 5060
